,Unnamed: 0,address,building,unit,level,room,用户地址,楼,单元,层,房间
7353,7353,龙光玖云著-1号楼(振环路龙光玖云著大楼1号楼商务公寓2032),1号楼,,20,2032,龙光玖云著-1号楼 (振环路龙光玖云著大楼1号楼商务公寓2032),1号楼,,20,2032
7354,7354,简上村-69栋(69号公寓711),69栋,,7,11,简上村-69栋 (69号公寓711),69栋,,7,711
7355,7355,hbc汇隆中心-2号楼(40层),2号楼,,40,,HBC汇隆中心-2号楼 ( 40层),2号楼,,40层,
7356,7356,稳健工业园(门口即可),,,,,稳健工业园 (门口即可),,,,
7357,7357,顺联产业园-d栋(3楼),d栋,,3,,顺联产业园-D栋 (3楼),d栋,,3,
7358,7358,星河传奇一期一栋-b座(2601),一栋|b座,,26,01,星河传奇一期一栋-B座 (2601),一栋-b座,,26,2601
7359,7359,大族云峰-1期-3b(3b602放家门口塑料箱子上),,,6,02,大族云峰-1期-3b (3B602放家门口塑料箱子上),3b,,6,602
7360,7360,原创·尚品雅居(龙岗区杨美地铁站旺塘小区16巷13号),,,,16巷13号,原创·尚品雅居 (龙岗区杨美地铁站旺塘小区16巷13号),,,,
7361,7361,网鱼网咖(龙华民乐店)(78号),,,,78号,网鱼网咖(龙华民乐店) (78号),,,,78号
7362,7362,展滔科技大厦-b座(1106),b座,,11,1106,展滔科技大厦-B座 (1106),b座,,11,1106
7363,7363,星河world1期-a座(1403b优易贝),a座,,14,1403b优易贝,星河WORLD1期-A座 (1403B 优易贝),a座,,14,1403b
7364,7364,民乐统建楼(2栋f20-0420楼出电梯右转),2栋,f,20,04,民乐统建楼 (2栋F20-04  20楼出电梯右转),2栋,,20楼,4月20日
7365,7365,学府道花园(1栋26a),1栋,,2,6a,学府道花园 (1栋26A),1栋,,26,a
7366,7366,塘水围一区-64栋(星窝创享公寓11楼1108),64栋,,11,1108,塘水围一区-64栋 (星窝创享公寓11楼1108),64栋,,11,1108
7367,7367,深圳小藤子科技有限公司(南坑第二工业区，a栋东边4楼402),a栋,,4楼,402,深圳小藤子科技有限公司 (南坑第二工业区，A栋东边4楼 402),a栋,,4,402
7368,7368,梵熙精品商务酒店(深圳坂田光雅园地铁站店)(619),,,6,619,梵熙精品商务酒店(深圳坂田光雅园地铁站店) (619),,,6,619
7369,7369,和磡村(八巷六号榕寓放前台),,,,放前台,和磡村 (八巷六号榕寓放前台),,,,
7370,7370,中海锦城-3a栋(6a),3a栋,,,,中海锦城-3A栋 (6A),3a栋,,6,a
7371,7371,向南一区-25号楼(1006),25号楼,,10,06,向南一区-25号楼 (1006),25号楼,,10,1006
7372,7372,水榭春天社康(（中信银行旁边）水榭春天社康预防接种门诊),,,,预防接种门诊,水榭春天社康 (（中信银行旁边）水榭春天社康预防接种门诊),,,,
7373,7373,深圳英美吉设计学院(601室),,,6,601,深圳英美吉设计学院 (601室),,,6,601
7374,7374,深国际万科和风轩1栋-f座(f2605),f座,,26,5,深国际万科和风轩1栋-F座 (F2605),1栋,,26,2605
7375,7375,万象天成8栋(701),8栋,,7,701,万象天成8栋 (701),8栋,,7,701
7376,7376,锦祥大厦(对面一巷一号),,,,,锦祥大厦 (对面一巷一号),,,,
7377,7377,星河领创天下(二期三层),,,二期三层,,星河领创天下 (二期三层),,,三层,
7378,7378,坂田国际中心-c1座(219),c1座,,2,219,坂田国际中心-C1座 (219 ),c1座,,2,219
7379,7379,万科里城-1号楼(1栋1001),1号楼|1栋,,10,01,万科里城-1号楼 (1栋1001),1栋,,10,1001
7380,7380,龙光玖钻-4a栋(1826),4a栋,,18,26,龙光玖钻-4A栋 (1826),4a栋,,18,1826
7381,7381,民乐新村128-1(民乐新村128栋501),128栋,,5,01,民乐新村128-1 (民乐新村128栋501),128栋,,5,501
7382,7382,珍逸府h(万科第五园二期),,,,,珍逸府H (万科第五园二期),,,,
7383,7383,御龙华庭(御龙华庭49号商铺乐兴金融),,,,49号商铺乐兴金融,御龙华庭 (御龙华庭49号商铺乐兴金融),,,,49号
7384,7384,卓越皇后道(6b23c),,,23,c,卓越皇后道 (6B23C),6b,,23,c
7385,7385,卓越皇后道(卓越皇后道1a17d),,,17,17d,卓越皇后道 (卓越皇后道1A17D),1a,,17,d
7386,7386,风和日丽(（东四门）47栋一单元302),47栋,一单元,3,02,风和日丽 (（东四门）47栋一单元302),47栋,一单元,3,302
7387,7387,金地龙城中央3期(3c座2601),3c座,,26,2601,金地龙城中央3期 (3C座2601),3c座,,26,2601
7388,7388,星河world·银湖谷-9号楼(2508),9号楼,,25,2508,星河WORLD·银湖谷-9号楼 (2508),9号楼,,25,2508
7389,7389,万科四季花城-海棠苑(四季花城海棠苑m302),,m,3,02,万科四季花城-海棠苑 (四季花城海棠苑M302),m,,3,302
7390,7390,隔圳新村(40栋一楼易站便利店),40栋,,1,易站便利店,隔圳新村 (40栋一楼易站便利店),40栋,,一楼,
7391,7391,茂和工业园(a1栋创意楼102),a1栋,创意楼,1,102,茂和工业园 (A1栋创意楼102),a1栋,,1,102
7392,7392,家和花园北区(首层店铺便利仔),,,1,,家和花园北区 (首层店铺便利仔),,,,
7393,7393,深国际华南数字谷-a栋(深国际华南数字谷a栋9楼),a栋,,9,,深国际华南数字谷-A栋 (深国际华南数字谷A栋9楼),a栋,,9,
7394,7394,安宏基天曜广场(6楼),,,6,,安宏基天曜广场 (6楼),,,6楼,
7395,7395,香林-7栋西南侧黄色无人机取餐柜(7栋1单元702房),7栋,1单元,7,02,香林-7栋西南侧黄色无人机取餐柜 (7栋1单元702房),7栋,1单元,7,702房
7396,7396,莎邦贝港式茶餐厅(万科天誉店)(莎邦贝),,,,莎邦贝,莎邦贝港式茶餐厅(万科天誉店) (莎邦贝),,,,
7397,7397,坂田创意产业园-y2栋(y2栋308),y2栋,,3,08,坂田创意产业园-Y2栋 (Y2栋308),y2栋,,3,308
7398,7398,伍和百货(光雅园总店)(伍和百货对面（茶艺馆上三楼）),,,3,,伍和百货(光雅园总店) (伍和百货对面（茶艺馆上三楼）),,,三楼,
7399,7399,赏菊阁-1号楼(1单元17c),1号楼,1单元,17,17c,赏菊阁-1号楼 (1单元17c),1号楼,1单元,17,c
7400,7400,光雅园村(一巷19号1201),,,12,1201,光雅园村 (一巷19号1201),,,12,1201
7401,7401,祥昭大厦(1703),,,17,03,祥昭大厦 (1703),,,17,1703
7402,7402,横岭四区-53栋(804),53栋,,8,04,横岭四区-53栋 (804),53栋,,8,804
7403,7403,遇见you酒店式公寓(民心路1号分店)(1405),,,14,05,遇见you酒店式公寓(民心路1号分店) (1405),,,14,1405
7404,7404,壹城中心第7区(1栋a座3602),1栋a座,,36,02,壹城中心第7区 (1栋A座3602 ),1栋a座,,36,3620
7405,7405,星河world大厦-c座,c座,,,,星河world大厦-C座,c座,,,
7406,7406,保利上城(保利上城花园3栋一单元3202),3栋,一单元,32,3202,保利上城 (保利上城花园3栋一单元3202),3栋,一单元,32,2302
7407,7407,珠江·旭景佳园2期(7单元a座505),,7单元,5,505,珠江·旭景佳园2期 (7单元A座505),a座,7单元,5,505
7408,7408,星河传奇(1期)(1b1901),,,19,01,星河传奇(1期) (1b1901),1b,,19,1901
7409,7409,当纳利物流园(坂田街道五和南路当纳利物流园b栋701),b栋,,7,701,当纳利物流园 (坂田街道五和南路当纳利物流园B栋701),b栋,,7,701
7410,7410,金方华电商产业园(雅园路)-6栋(6栋b101),6栋|6栋,101,,,金方华电商产业园(雅园路)-6栋 (6栋B101),6栋,,1,b101
7411,7411,悦龙华府二期-6号楼(转希尔顿酒店一楼货架放置),6号楼,,,转希尔顿酒店一楼货架放置,悦龙华府二期-6号楼 (转希尔顿酒店一楼货架放置),6号楼,,一楼,
7412,7412,木屋烧烤(中心城店)(木屋),,,,,木屋烧烤(中心城店) (木屋),,,,
7413,7413,龙光玖钻-南区-4a栋(2212),4a栋,,22,12,龙光玖钻-南区-4A栋 (2212),4a栋,,22,2212
7414,7414,横岭四区-48栋(1001),48栋,,10,01,横岭四区-48栋 (1001),48栋,,10,1001
7415,7415,联合宠物医院(民乐分院)(民治街道联合宠物医院4栋116),4栋,,1,116,联合宠物医院(民乐分院) (民治街道 联合宠物医院4栋116),4栋,,1,116
7416,7416,良基大厦(a403),,,4,a403,良基大厦 (A403 ),a座,,,403
7417,7417,1970科技园-3号楼(210),3号楼,,2,210,1970科技园-3号楼 (210),3号楼,,2,210
7418,7418,创汇国际中心(701),,,7,701,创汇国际中心 (701),,,7,701
7419,7419,星河郡寓·深圳星河world店(2202),,,22,2202,星河郡寓·深圳星河WORLD店 (2202),,,22,2202
7420,7420,深圳市肿瘤医院(妇科二院区26床),,,2,26床,深圳市肿瘤医院 (妇科二院区26床),,,,
7421,7421,万宸大厦(1204),,,12,1204,万宸大厦 (1204),,,,1204
7422,7422,岁宝广场(华为),,,,,岁宝广场 (华为),,,,
7423,7423,星河world-g座(6f),g座,,6,,星河WORLD-G座 (6F),g座,,6f,
7424,7424,麒麟西(深圳市龙岗区坂田街道南坑村麒麟西二巷13号703),13号,,7,703,麒麟西 (深圳市龙岗区坂田街道南坑村麒麟西二巷13号703),,,7,703
7425,7425,星河盛世a3栋1单元(2707),a3栋,1单元,27,2707,星河盛世A3栋1单元 (2707),a3栋,1单元,27,2707
7426,7426,龙军花园-a9栋(a9栋20b),a9栋,,20,20b,龙军花园-A9栋 (A9栋20B),a9栋,,20,b
7427,7427,润达圆庭a栋(a1617),a栋,,16,1617,润达圆庭A栋 (A1617),a栋,,16,1617
7428,7428,民乐花园(b单元49栋803室),49栋,b单元,8,803室,民乐花园 (B单元49栋803室),49栋,b单元,8,803室
7429,7429,黄果坜(5巷8栋401),8栋,,4,401,黄果坜 (5巷8栋401),8栋,,4,401
7430,7430,米云谷ai中心(312),,,3,12,米云谷AI中心 (312),,,3,312
7431,7431,丰泽湖山庄13栋(1单元401),13栋,1单元,4,401,丰泽湖山庄13栋 (1单元401),13栋,1单元,4,401
7432,7432,星河world·cocopark(坂田店)(4楼蛙来哒),,,4楼,蛙来哒,星河WORLD·COCO Park(坂田店) (4楼蛙来哒),,,4楼,
7433,7433,atmall上塘荟(购物中心一楼女装lagogo专柜),,,1,女装lagogo专柜,AT MALL上塘荟 (购物中心一楼女装La gogo 专柜),,,1,
7434,7434,万科第五园-八期(5栋2单元16a),5栋,2单元,16,16a,万科第五园-八期 (5栋2单元16A),5栋,2单元,16,a
7435,7435,远景家园(1栋1单元603),1栋,1单元,6,603,远景家园 (1栋1单元603),1栋,1单元,6,603
7436,7436,南贤商业广场-b栋(602a),b栋,,6,02a,南贤商业广场-B栋 (602a),b栋,,6,602a
7437,7437,龙塘新村-9栋(1003号),9栋,,,1003,龙塘新村-9栋 (1003号),9栋,,10,1003号
7438,7438,三清一味人文雅荟私厨·私房菜(坂田店)(星火内三清一味私房菜旁边铁围栏空地),,,,星火内三清一味私房菜旁边铁围栏空地,三清一味人文雅荟私厨·私房菜(坂田店) (星火内三清一味私房菜旁边铁围栏空地),,,,
7439,7439,悦龙华府二期,,,,,悦龙华府二期,,,,
7440,7440,星河传奇2期(建设中)(星河传奇2期d栋1509),d栋,,15,1509,星河传奇2期(建设中) (星河传奇2期D栋1509),d栋,,15,1509
7441,7441,樟坑3区51号楼(1001),51号楼,,10,1001,樟坑3区51号楼 (1001),51号楼,,10,1001
7442,7442,碧水龙庭(民丰路)(4栋三单元16c),4栋,三单元,16,16c,碧水龙庭(民丰路) (4栋三单元16C),4栋,三单元,16,c
7443,7443,星河worldb座(未及文化2908b),b座,,29,2908b,星河WORLDB座 (未及文化  2908b),b座,,29,2908b
7444,7444,南坑老村(7巷5号1003),7巷5号,,10,1003,南坑老村 (7巷5号 1003),,,10,1003
7445,7445,民康花园(b栋4单元904（可从b3栋电梯上十楼楼顶）),b栋,4单元,9,04,民康花园 (B栋4单元904（可从b3栋电梯上十楼楼顶）),b栋|b3栋,4单元,9,904
7446,7446,深圳市康奈特电子有限公司(4楼前台),,,4,前台,深圳市康奈特电子有限公司 (4楼前台),,,4楼,
7447,7447,水榭春天三期(水榭春天三期正门口中梅路28号（昧境瑜伽）),,,,,水榭春天三期 (水榭春天三期正门口中梅路28号 （昧境瑜伽）),,,,
7448,7448,深圳龙溪山庄(e栋1002),e栋,,10,02,深圳龙溪山庄 (E栋1002),e 栋,,10,1002
7449,7449,至尊龙虾(南坑北路店)(南坑北路21-23号701),,,7,701,至尊龙虾(南坑北路店) (南坑北路21-23号701),,,7,701
7450,7450,民乐澳门新村-90栋(e家公寓a711),90栋,,,a711,民乐澳门新村-90栋 (e家公寓A711),90栋,a,7,711
7451,7451,鸿荣源·天俊-b栋(24楼),b栋,,24,,鸿荣源·天俊-B栋 (24楼),b栋,,24楼,
7452,7452,九方购物中心(龙华店)(l325安踏儿童),,,,l325安踏儿童,九方购物中心(龙华店) (L325安踏儿童),,,3,325
7453,7453,星河world5号公社(1号门),,,,1号门,星河World5号公社 (1号门),,,,
7454,7454,龙观九钻-4b栋(20楼2009),4b栋,,20,2009,龙观九钻-4B栋 (20楼2009),4b栋,,20楼,2009
7455,7455,兴盛公寓-1栋(惠州市惠阳区三大屋新村厂下11号兴盛公寓306),1栋,,3,306,兴盛公寓-1栋 (惠州市惠阳区三大屋新村厂下11号兴盛公寓306),1栋,,3,306
7456,7456,优品文化创意园-2栋(2栋403),2栋,,4,403,优品文化创意园-2栋 (2栋403),2栋,,4,403
7457,7457,公园大地(21a2502),,,25,2502,公园大地 (21a2502),21a栋,25,,2502
7458,7458,白石龙一区-68号楼(202),68号楼,,2,202,白石龙一区-68号楼 (202),68号楼,,2,202
7459,7459,田祖上村(一巷七号（老巷）),,,,一巷七号,田祖上村 (一巷七号（老巷）),,,,
7460,7460,中海月朗苑(5栋5单元7c),5栋,5单元,7,7c,中海月朗苑 (5栋5单元7c),5栋,5单元,7,c
7461,7461,莱蒙水榭春天2期(7栋紫荆苑8b),7栋,紫荆苑,8,8b,莱蒙水榭春天2期 (7栋紫荆苑8B),7栋,,8,b
7462,7462,白石龙二区-3栋(8楼无电梯不想爬楼的别接),3栋,,8,,白石龙二区-3栋 (8楼 无电梯 不想爬楼的别接),3栋,,8楼,
7463,7463,朝阳新村小区-4栋(1001),4栋,,10,1001,朝阳新村小区-4栋 (1001),4栋,,10,1001
7464,7464,道南书院·私房菜·早茶·茶空间(红山6979店)(店内),,,,店内,道南书院·私房菜·早茶·茶空间(红山6979店) (店内),,,,
7465,7465,祥昭大厦(办公楼302),,,3,02,祥昭大厦 (办公楼302),办公楼,,3,302
7466,7466,紫云楼(801),,,8,801,紫云楼 (801),,,8,801
7467,7467,圆通速递(和磡路)(三巷11号904),,,9,04,圆通速递(和磡路) (三巷11号904),,,9,904
7468,7468,龙泽苑-a栋(1704),a栋,,17,1704,龙泽苑-A栋 (1704),a栋,,17,1704
7469,7469,长坑四巷-17号楼(四巷17栋1305(按门铃送上来)),17号楼|17栋,,13,1305,长坑四巷-17号楼 (四巷17栋1305 (按门铃送上来)),17号楼,,13,1305
7470,7470,深圳市海科兴留学生产业园(a1栋5层),a1栋,,5,,深圳市海科兴留学生产业园 (A1栋5层),a1栋,,5,
7471,7471,九号智能电动车(五和大道店)(2721号（71号楼）407),2721号|71号楼,,4,407,九号智能电动车(五和大道店) (2721号（71号楼）407),71号楼,,4,407
7472,7472,双桥花园(17-2栋601),2栋,,6,01,双桥花园 (17-2栋601),17-2栋,,6,601
7473,7473,岫云斋d(岫云斋d202),,,2,202,岫云斋D (岫云斋D202),d座,,2,202
7474,7474,十二橡树庄园2期(q1-5),,5,,,十二橡树庄园2期 (Q1-5),q1,,,5
7475,7475,满京华·喜悦里华庭(5栋2001),5栋,,,2001,满京华·喜悦里华庭 (5栋2001),5栋,,20,2001
7476,7476,深圳市八达仓物流有限公司(1号仓2号仓中间平房1105),1号,,,1105,深圳市八达仓物流有限公司 (1号仓2号仓中间平房1105),,,11,1105
7477,7477,光雅园一巷19号(1201),,,12,1201,光雅园一巷19号 (1201),,,12,1201
7478,7478,南星河world二期-e座(1705),e座,,17,1705,南星河WORLD二期-E座 (1705),e座,,17,1705
7479,7479,星河郡寓(深圳雅宝店)(2112),,,21,12,星河郡寓(深圳雅宝店) (2112),,,21,2112
7480,7480,大发埔西村三巷-1号楼(506),1号楼,,5,506,大发埔西村三巷-1号楼 (506),1号楼,,5,506
7481,7481,星河worldtowere-e栋(809),e栋,,8,809,星河WORLDTOWERE-E栋 (809),e栋,,8,809
7482,7482,星河world-f座(1012),f座,,10,1012,星河WORLD-F座 (1012),f座,,10,1012
7483,7483,龙塘村西十二巷-8栋(604),8栋,,6,04,龙塘村西十二巷-8栋 (604),8栋,,6,604
7484,7484,溪山美地园(10栋3ab),10栋,3,,ab,溪山美地园 (10栋3ab),10栋,,3,ab
7485,7485,龙兴楼(龙兴楼202),,,2,02,龙兴楼 (龙兴楼202),,,2,202
7486,7486,君恒·愉酒店式服务公寓(润达圆庭店)(e栋25a),e栋,,25,25a,君恒·愉酒店式服务公寓(润达圆庭店) (E栋25A),e栋,,25,a
7487,7487,1970科技小镇-1栋(3楼大枫传媒),1栋,,3,大枫传媒,1970科技小镇-1栋 (3楼大枫传媒),1栋,,3楼,
7488,7488,东方御花园(一栋二单元8c),一栋,二单元,8,8c,东方御花园 (一栋二单元8c),一栋,2单元,8,c
7489,7489,龙光·玖钻南期-5c栋(709),5c栋,,7,09,龙光·玖钻南期-5C栋 (709),5c栋,,7,709
7490,7490,优城a座(优城a座1215),a座,,12,15,优城A座 (优城A座1215),a座,,12,1215
7491,7491,万科第五园三期(映月居c405（认准大吉地毯）),映月居,c,4,c405,万科第五园三期 (映月居c405（认准大吉地毯）),c,,4,405
7492,7492,龙光玖钻-4b栋(1707),4b栋,,17,1707,龙光玖钻-4B栋 (1707),4b栋,,17,1707
7493,7493,星河盛世-b6栋(一单元612),b6栋,一单元,6,612,星河盛世-B6栋 (一单元612),b6栋,一单元,6,612
7494,7494,龙塘村北三巷-10栋(403房),10栋,,,403房,龙塘村北三巷-10栋 (403房),10栋,,4,403
7495,7495,星河worldb座(12楼),b座,,12,,星河WORLDB座 (12楼),b座,,12,
7496,7496,鸿荣源尚峻二期-5栋(301),5栋,,3,301,鸿荣源尚峻二期-5栋 (301),5栋,,3,301
7497,7497,和磡工业区-b1栋(深圳五和大道937号和勘工业区b1栋车虫科技有限公司),b1栋,,,,和磡工业区-B1栋 (深圳五和大道937号和勘工业区B1栋车虫科技有限公司),b1栋,,,
7498,7498,万科广场·v寓-1栋(1409),1栋,,14,1409,万科广场·V寓-1栋 (1409),1栋,,14,1409
7499,7499,六维商务中心-c栋(507),c栋,,5,507,六维商务中心-C栋 (507),c栋,,5,507
7500,7500,龙光城·珑寓-148号楼(2322),148号楼,,23,2322,龙光城·珑寓-148号楼 (2322),148号楼,,23,2322
7501,7501,星河world-g座(g2栋16楼),g座|g2栋,,16,,星河WORLD-G座 (G2栋16楼),g座|g2栋,,16,
7502,7502,溪山美地园(民治街道溪山美地小区14栋a单元16ab),14栋,a单元,16,16ab,溪山美地园 (民治街道溪山美地小区14栋A单元16AB),14栋,a单元,16,ab
7503,7503,横岭四区-78栋(205),78栋,,2,05,横岭四区-78栋 (205),78栋,,2,205
7504,7504,翔龙御庭(3栋604),3栋,,6,604,翔龙御庭 (3栋604),3栋,,6,604
7505,7505,精诚汽车服务中心(秀岭路店)(秀岭路1号303房),,,3,303,精诚汽车服务中心(秀岭路店) (秀岭路1号303房),,,3,303房
7506,7506,禾胜智能园-e栋(401),e栋,,4,401,禾胜智能园-E栋 (401),e栋,,4,401
7507,7507,龙华名车广场(二楼信用卡中心),,,2,信用卡中心,龙华名车广场 (二楼信用卡中心),,,2,
7508,7508,星河world二期-d栋(701室),d栋,,7,701,星河WORLD二期-D栋 (701室),d栋,,7,701室
7509,7509,凯腾大厦-西北1门(南坑村环城南路5号凯腾大厦406),,,,406,凯腾大厦-西北1门 (南坑村环城南路5号 凯腾大厦406),,,4,406
7510,7510,壹方天地c区-l1(壹方天地c区b1楼013饰品店（阿吉豆）),,,1,013,壹方天地C区-l1 (壹方天地C区B1楼013饰品店（阿吉豆）),l1,,b1楼,013
7511,7511,东边商业大厦(深圳市龙华区民治大道222号东边商业大厦911),,,9,11,东边商业大厦 (深圳市龙华区民治大道222号东边商业大厦911),,,9,911
7512,7512,和磡村(五和社区和磡路5号513房),5号,,5,513房,和磡村 (五和社区和磡路5号513房),,,5,513房
7513,7513,华业玫瑰四季ⅰ期(2栋2座1单元4b),2栋2座,1单元,4,4b,华业玫瑰四季Ⅰ期 (2栋2座1单元4b),2栋2座,1单元,4,b
7514,7514,万科星火online-7栋(天璇仓7栋115进来里面阁楼),7栋,,,115进来里面阁楼,万科星火online-7栋 (天璇仓7栋115进来里面阁楼),7栋,,1,115
7515,7515,油松商务大厦(416),,,4,416,油松商务大厦 (416),,,4,416
7516,7516,三联山咀头小区-东南门(1区1巷2栋),2栋,1区|1巷,,,三联山咀头小区-东南门 (1区1巷2栋),2栋,,,
7517,7517,万科第五园3期(泳池会所),,,,泳池会所,万科第五园3期 (泳池会所),,,,
7518,7518,筑梦雅居青年社区(民乐店)(深圳市龙岗区民乐工业园内龙门公寓a栋302),a栋,,3,302,筑梦雅居青年社区(民乐店) ( 深圳市龙岗区民乐工业园内龙门公寓a栋302),a栋,,3,302
7519,7519,中航天逸花园(a2a-2402),,,24,02,中航天逸花园 (A2A-2402),a2,a,24,2402
7520,7520,碧水龙庭-2c栋(碧水龙庭2c栋3单元7d),2c栋,3单元,7,7d,碧水龙庭-2C栋 (碧水龙庭2C栋3单元7d),2c栋,3单元,7,d
7521,7521,民乐老村76栋(民乐老村76栋712),76栋,,7,12,民乐老村76栋 (民乐老村76栋712),76栋,,7,712
7522,7522,珠江·旭景佳园二期-8号楼(c单元1104),8号楼,c单元,11,1104,珠江·旭景佳园二期-8号楼 (C单元1104),8号楼,c单元,11,1104
7523,7523,皇嘉商业广场(皇嘉商业广场，维也纳对面粿条先生),,,,皇嘉商业广场，维也纳对面粿条先生,皇嘉商业广场 (皇嘉商业广场，维也纳对面粿条先生),,,,
7524,7524,悦龙华府二期(11栋1505),11栋,,15,1505,悦龙华府二期 (11栋1505),11栋,,15,1505
7525,7525,龙光·玖钻南期-5c栋(2406),5c栋,,24,06,龙光·玖钻南期-5C栋 (2406),5c栋,,24,2406
7526,7526,驶来客驾校(坂田店)(禾塘光老村三巷3号2楼),,,2,3号,驶来客驾校(坂田店) (禾塘光老村三巷3号2楼),,,2,
7527,7527,惠丰百货(侨联东店)(六巷11号1205),,,12,1205,惠丰百货(侨联东店) (六巷11号1205),,,12,1205
7528,7528,尚遇公寓(410),,,4,410,尚遇公寓 (410),,,4,410
7529,7529,城投七里香谢(3栋11a),3栋,11a,,,城投七里香谢 (3栋11a),3栋,,11,a
7530,7530,绿景公馆1866(北区a栋25楼c),a栋,,25,25楼c,绿景公馆1866 (北区A栋25楼C),a栋,,25楼,c
7531,7531,华南物流跨境电商大楼(426),,,4,26,华南物流跨境电商大楼 (426),,,4,426
7532,7532,沙元埔村-68栋(204),68栋,,2,204,沙元埔村-68栋 (204),68栋,,2,204
7533,7533,东边新村二区-7栋(宝华药行东边新村分店7栋),7栋,,,,东边新村二区-7栋 (宝华药行东边新村分店7栋),7栋,,,
7535,7535,京诚福北京烤鸭(坂田店)(坂田街道永香路4巷9号尚丰公寓403),,,4,403,京诚福北京烤鸭(坂田店) (坂田街道永香路4巷9号尚丰公寓403),,,4,403
7536,7536,特发·和平里2期(杜鹃阁17楼1702),杜鹃阁,,17,1702,特发·和平里2期 (杜鹃阁17楼1702),,,17,1702
7537,7537,万科广场天誉2期(5栋4601),5栋,,46,4601,万科广场天誉2期 (5栋4601),5栋,,46,4601
7538,7538,水榭春天5期-2栋-a单元(25e),2栋,a单元,25,25e,水榭春天5期-2栋-a单元 (25E),2栋,a单元,25,e
7539,7539,陈露国际冰上中心,,,,,陈露国际冰上中心,,,,
7540,7540,民乐老村-55栋(14楼1410),55栋,,14,1410,民乐老村-55栋 (14楼1410),55栋,,14楼,1410
7541,7541,向南商业大厦(樟坑社区工作站),,,,樟坑社区工作站,向南商业大厦 (樟坑社区工作站),,,,
7542,7542,星河worldc座(9楼),c座,,9,,星河WORLDC座 (9楼),c座,,9,
7543,7543,hbc汇隆中心-北塔(12楼送上来),,,12,,HBC汇隆中心-北塔 (12楼送上来),北塔,,12楼,
7544,7544,润达圆庭(龙华区润达圆庭a座1514),a座,,15,1514,润达圆庭 (龙华区润达圆庭A座1514),a座,,15,1514
7545,7545,南星河world二期-e座(14楼),e座,,14,,南星河WORLD二期-E座 (14楼),e座,,14,
7546,7546,吉禾日韩烤肉料理(露天9号),,,,露天9号,吉禾日韩烤肉料理 (露天9号),,,,
7547,7547,风临域(东南门)(龙岗区吉祥南路50号风临域1栋b座904),1栋|b座,,9,04,风临域(东南门) (龙岗区吉祥南路50号风临域1栋B座904),1栋b座,,9,904
7548,7548,粤通综合楼(d栋209),d栋,,2,209,粤通综合楼 (D栋209),d栋,,2,209
7549,7549,雅宝(地铁站),,,,,雅宝(地铁站),,,,
7550,7550,书香门第·上河坊-c栋(1905),c栋,,19,1905,书香门第·上河坊-C栋 (1905),c栋,,19,1905
7551,7551,元芬工业区(深圳锦昊奇瑞4s店奇瑞新能源展厅办公室),,,,,元芬工业区 (深圳锦昊奇瑞4S店奇瑞新能源展厅办公室),,,,
7552,7552,北约克公寓-15号楼(806),15号楼,,8,06,北约克公寓-15号楼 (806),15号楼,,8,806
7553,7553,万科·金域华府(新区大道)(二期5栋2001室),5栋,,20,2001室,万科·金域华府(新区大道) (二期5栋2001室),5栋,,20,2001室
7554,7554,华晖瑞禧-1号楼(1a601),1号楼,,6,601,华晖瑞禧-1号楼 (1A601),1号楼,a,6,601
7555,7555,鹏劳公寓黄金山三巷-1号楼(坂田黄金山三巷一号402),1号楼,,4,402,鹏劳公寓黄金山三巷-1号楼 (坂田黄金山三巷一号402),1号楼,,4,402
7556,7556,民乐翠园小区(6栋5单元319),6栋,5单元,3,319,民乐翠园小区 (6栋5单元319),6栋,5单元,3,319
7557,7557,民乐老村-40栋(404),40栋,,4,04,民乐老村-40栋 (404),40栋,,4,404
7558,7558,坂田创意园y1(创意产业园第1栋4层10-11号),1栋,,4,10-11,坂田创意园Y1 (创意产业园第1栋4层10-11号),y1栋,,4,
7559,7559,景俊大厦(公寓c栋316),c栋,,3,316,景俊大厦 (公寓c栋316),c栋,,3,316
7560,7560,万家灯火(东门)(3栋7单元427),3栋,7单元,4,427,万家灯火(东门) (3栋7单元427),3栋,7单元,4,427
7561,7561,滢水山庄1区-22栋-a单元(a单元702),22栋,a单元,7,02,滢水山庄1区-22栋-a单元 (A单元702),22栋,a单元,7,702
7562,7562,星河world(星河word一期a座17楼),a座,,17,,星河WORLD (星河Word一期A座17楼),a座,,17楼,
7563,7563,樟坑三区-66号楼(乐家公寓509),66号楼,,5,乐家公寓509,樟坑三区-66号楼 (乐家公寓509),66号楼,,5,509
7564,7564,万科星火online(六号楼203),,,2,03,万科星火online (六号楼203),六号楼,,2,203
7565,7565,和成世纪名园-1号楼(1a2303),1号楼,a,23,2303,和成世纪名园-1号楼 (1A2303),1号楼,a,23,2303
7566,7566,渤海银行(尚未营业)(佰龄雅科技美肤中心3栋a座115-116),3栋a座,,1,115-116,渤海银行(尚未营业) (佰龄雅科技美肤中心3栋A座115-116),3栋a座,,1,115-116
7567,7567,卓越皇后道(6b4c),,4c,,,卓越皇后道 (6B4C),6b,,4,c
7568,7568,壹间公寓·坂田嘉御山六期-12号楼(2007),12号楼,,20,2007,壹间公寓·坂田嘉御山六期-12号楼 (2007),12号楼,,20,2007
7569,7569,阳光城(a栋706),a栋,,7,06,阳光城 (A栋706),a栋,,7,706
